diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Pulmonary tuberculosis	Gemella morbillorum	other_taxon	6	86	0.06977	27	314	0.08599	-0.01622	0.00000000	0.00000000	0.00000000	0.825115	1	-0.16220
Pulmonary tuberculosis	Staphylococcus hominis	other_taxon	6	86	0.06977	27	314	0.08599	-0.01622	0.00000000	0.00000000	0.00000000	0.825115	1	-0.16220
Pulmonary tuberculosis	Streptococcus gwangjuense	other_taxon	6	86	0.06977	27	314	0.08599	-0.01622	0.00000000	0.00000000	0.00000000	0.825115	1	-0.16220
Pulmonary tuberculosis	Acinetobacter guillouiae	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Aggregatibacter aphrophilus	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Arachnia propionica	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Dialister pneumosintes	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Schaalia cardiffensis	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Staphylococcus capitis	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Streptococcus constellatus	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Streptococcus sp. 1643	other_taxon	1	86	0.01163	9	314	0.02866	-0.01703	0.00000000	0.00000000	0.00000000	0.696487	1	-0.17030
Pulmonary tuberculosis	Cucurbita pepo	background_or_low_specificity	4	86	0.04651	20	314	0.06369	-0.01718	0.00000000	0.00000000	0.00000000	0.797626	1	-0.17180
Pulmonary tuberculosis	Ralstonia pickettii	other_taxon	4	86	0.04651	20	314	0.06369	-0.01718	0.00000000	0.00000000	0.00000000	0.797626	1	-0.17180
Pulmonary tuberculosis	Chryseobacterium manosquense	other_taxon	2	86	0.02326	13	314	0.04140	-0.01815	0.00000000	0.00000000	0.00000000	0.747972	1	-0.18150
Pulmonary tuberculosis	Corynebacterium matruchotii	other_taxon	2	86	0.02326	13	314	0.04140	-0.01815	0.00000000	0.00000000	0.00000000	0.747972	1	-0.18150
Pulmonary tuberculosis	Streptococcus intermedius	other_taxon	2	86	0.02326	13	314	0.04140	-0.01815	0.00000000	0.00000000	0.00000000	0.747972	1	-0.18150
Pulmonary tuberculosis	Acidovorax sp. KKS102	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Atopobium sp. oral taxon 416	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Bradyrhizobium sp. SK17	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Corynebacterium jeikeium	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Lactuca sativa	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Methylotenera versatilis	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Neomicrococcus aestuarii	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Pyramidobacter piscolens	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Schaalia meyeri	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Staphylococcus cohnii	other_taxon	0	86	0.00000	6	314	0.01911	-0.01911	0.00000000	0.00000000	0.00000000	0.348182	1	-0.19110
Pulmonary tuberculosis	Porphyromonas sp. oral taxon 275	other_taxon	3	86	0.03488	17	314	0.05414	-0.01926	0.00000000	0.00000000	0.00000000	0.586193	1	-0.19260
Pulmonary tuberculosis	Streptococcus sp. Marseille-Q6470	other_taxon	6	86	0.06977	28	314	0.08917	-0.01940	0.00000000	0.00000000	0.00000000	0.667186	1	-0.19400
Pulmonary tuberculosis	Gemella haemolysans	other_taxon	9	86	0.10465	39	314	0.12420	-0.01955	0.00000000	0.00000000	0.00000000	0.710755	1	-0.19550
Pulmonary tuberculosis	Prevotella jejuni	oral_respiratory_commensal_context	15	86	0.17442	61	314	0.19427	-0.01985	0.00000000	0.00000000	0.00000000	0.757635	1	-0.19850
